sector,n,median_1m,median_3m,mean_3m,concentration,pct_above_50dma,pct_above_200dma,pct_at_52w_high,median_score
Health Care,61,0.056819494127625436,0.14888011902600207,0.18648164196002132,0.03760152293401925,0.8032786885245902,0.7704918032786885,0.16393442622950818,0.6375122606526721
Financials,76,0.006592820906275443,0.13459797114632577,0.13744697769039152,0.002849006544065752,0.7368421052631579,0.9342105263157895,0.05263157894736842,0.6285912415833348
Materials,25,-0.018280919903831738,0.08024395959900565,0.044744635886684474,-0.03549932371232118,0.64,0.72,0.0,0.450426322374764
Energy,21,0.12637054568884998,0.06686400943116744,0.09677187188318712,0.02990786245201968,0.9047619047619048,0.8571428571428571,0.09523809523809523,0.652901476367634
Consumer Staples,35,-0.012048172229210952,0.06470587917060922,0.06303097024965423,-0.0016749089209549817,0.45714285714285713,0.6571428571428571,0.0,0.5170508720557978
Communication Services,24,0.04260294262355813,0.03817092139296907,0.0032438775372153478,-0.03492704385575372,0.625,0.5833333333333334,0.041666666666666664,0.5154533923759512
Industrials,83,-0.07225558009632682,0.020191080724102584,0.0022372272940635028,-0.01795385343003908,0.25301204819277107,0.5903614457831325,0.0,0.39013793759717874
Consumer Discretionary,49,-0.04469767034209038,-0.01072082332979607,0.029634476903328558,0.04035530023312463,0.42857142857142855,0.4489795918367347,0.0,0.4083373253476891
Utilities,31,-0.011964437149598273,-0.01098430133497863,-0.019764360716956017,-0.008780059381977387,0.0967741935483871,0.2903225806451613,0.0,0.4497236347236105
Real Estate,30,-0.03461411019614774,-0.024042392261279077,-0.005910306465389156,0.018132085795889923,0.26666666666666666,0.7666666666666667,0.0,0.42217255597616443
Information Technology,78,-0.006538055631286177,-0.04766618818300328,-0.03404638888124096,0.013619799301762318,0.5,0.717948717948718,0.02564102564102564,0.4370156404534414
