ticker,what,ret_1w,ret_1m,ret_3m,excess_1w,excess_1m,excess_3m
XLE,Energy,-0.006930493548855221,0.012562861933478775,0.1879462473180269,-0.013224726277206278,0.01888253949416574,0.1560894673878379
XLV,Health Care,0.019014812428166383,-0.005420362882835095,0.1250381092832893,0.012720579699815326,0.0008993146778518701,0.0931813293531003
XLF,Financials,-0.01740808655465753,-0.03388656776109922,0.0374791519455151,-0.023702319283008588,-0.027566890200412253,0.005622372015326116
SPY,S&P 500 (benchmark),0.006294232728351057,-0.006319677560686965,0.03185677993018898,0.0,0.0,0.0
XLC,Communication Services,0.007623304700637545,0.016926095767267668,0.03152272536073508,0.0013290719722864885,0.023245773327954633,-0.000334054569453901
RSP,S&P 500 equal weight (breadth check),0.000656749968808823,-0.02948266948215017,0.024623686098832254,-0.005637482759542234,-0.023162991921463205,-0.0072330938313567295
XLK,Technology,0.015333097501206483,0.01314514872099748,0.013370484851818576,0.009038864772855426,0.019464826281684444,-0.018486295078370407
XLP,Consumer Staples,0.0048140756229217985,-0.024421639665433537,0.00465227257662737,-0.0014801571054292584,-0.018101962104746572,-0.027204507353561613
QQQ,Nasdaq 100 (benchmark),0.011612948454751804,-0.0008223256086161701,-0.006646477697486608,0.005318715726400747,0.005497351952070795,-0.03850325762767559
IWM,Russell 2000 (small cap),-0.0052990621087599665,-0.04681262618078719,-0.01277954799449954,-0.011593294837111023,-0.04049294862010022,-0.044636327924688524
XLRE,Real Estate,-0.002555182631846953,-0.03786695946582952,-0.014867571388751166,-0.00884941536019801,-0.031547281905142555,-0.04672435131894015
XLB,Materials,-0.00098501258301531,-0.020664343763021398,-0.021537720047472675,-0.007279245311366367,-0.014344666202334433,-0.05339449997766166
XLY,Consumer Discretionary,-0.0050911012815760825,-0.04271228252521153,-0.0335789723195935,-0.01138533400992714,-0.036392604964524566,-0.06543575224978249
XLU,Utilities,-0.019520268629327764,-0.05293052718821023,-0.05631556660356318,-0.02581450135767882,-0.046610849627523265,-0.08817234653375217
XLI,Industrials,-0.009029660025596797,-0.07931585899905269,-0.05664914288595424,-0.015323892753947854,-0.07299618143836573,-0.08850592281614322
