ticker,what,ret_1w,ret_1m,ret_3m,excess_1w,excess_1m,excess_3m
XLV,Health Care,-0.023812270948933345,0.04915404542829127,0.15863182345892457,-0.028501410308987896,0.02235464284612587,0.1448077494685096
XLF,Financials,-0.008759912839869766,0.013523015039246689,0.12603836962013548,-0.013449052199924316,-0.01327638754291871,0.11221429562972052
XLE,Energy,0.013468522673119265,0.07405541400355853,0.12428034036732316,0.008779383313064715,0.04725601142139313,0.1104562663769082
RSP,S&P 500 equal weight (breadth check),-0.011445020366596004,0.0203711687582655,0.05272043059643239,-0.016134159726650554,-0.006428233823899898,0.038896356606017424
XLP,Consumer Staples,-0.028244638965173152,-0.0008230416497647663,0.04315057819307966,-0.0329337783252277,-0.027622444231930166,0.029326504202664694
XLB,Materials,-0.016610734862458787,0.04481456093311298,0.038629493662024394,-0.021299874222513338,0.01801515835094758,0.02480541967160943
XLRE,Real Estate,-0.026913769499725126,-0.0213001795201454,0.028345925336597633,-0.03160290885977968,-0.0480995821023108,0.014521851346182668
IWM,Russell 2000 (small cap),-0.013558440542239314,0.00937493253540489,0.019547928871816556,-0.018247579902293865,-0.01742447004676051,0.005723854881401591
XLI,Industrials,-0.02162008445356145,-0.026189899638503156,0.01833456854455151,-0.026309223813616,-0.052989302220668555,0.004510494554136546
SPY,S&P 500 (benchmark),0.0046891393600545506,0.0267994025821654,0.013824073990414965,0.0,0.0,0.0
XLY,Consumer Discretionary,-0.014454832373242077,0.004307003323048564,-0.011571872538904127,-0.019143971733296627,-0.022492399259116835,-0.02539594652931909
XLU,Utilities,-0.022906100196789625,-0.04780155591486246,-0.013929004006335566,-0.027595239556844176,-0.07460095849702786,-0.02775307799675053
XLC,Communication Services,-0.007656700611540224,0.029748718442842215,-0.03338843707934047,-0.012345839971594774,0.0029493158606768155,-0.047212511069755436
QQQ,Nasdaq 100 (benchmark),0.014780839184998618,0.041817497259588166,-0.03391809632588649,0.010091699824944067,0.015018094677422766,-0.04774217031630146
XLK,Technology,0.035823364837089366,0.06358707447037171,-0.04616683190198756,0.031134225477034816,0.03678767188820631,-0.059990905892402524
