ticker,what,ret_1w,ret_1m,ret_3m,excess_1w,excess_1m,excess_3m
XLE,Energy,0.017909583483567415,0.06493297476452353,0.19541801319741348,0.02909816654061459,0.08934239789292697,0.18944153388056195
XLV,Health Care,0.003171176711617374,0.001732739161035557,0.10144175862334093,0.014359759768664548,0.026142162289438997,0.0954652793064894
XLF,Financials,-0.00785341656075278,-0.022524095198210414,0.06514456251441514,0.003335166496294395,0.001885327930193026,0.059168083197563615
XLC,Communication Services,0.022507193434232686,0.009561769457590907,0.01904490219142363,0.03369577649127986,0.03397119258599435,0.013068422874572105
RSP,S&P 500 equal weight (breadth check),-0.012780828995881843,-0.03954750365681459,0.008965724870160008,-0.0015922459388346688,-0.015138080528411146,0.002989245553308484
SPY,S&P 500 (benchmark),-0.011188583057047174,-0.02440942312840344,0.005976479316851524,0.0,0.0,0.0
XLP,Consumer Staples,-0.003451479382518441,-0.027413091896233865,-0.013676131146415416,0.007737103674528734,-0.0030036687678304252,-0.01965261046326694
IWM,Russell 2000 (small cap),-0.029813945017306276,-0.06294952827392875,-0.029715209768532813,-0.0186253619602591,-0.038540105145525305,-0.03569168908538434
XLB,Materials,-0.02329609388650311,-0.03444996843835413,-0.030101247934913755,-0.012107510829455936,-0.010040545309950688,-0.03607772725176528
XLRE,Real Estate,-0.018906646975066832,-0.04859732142022011,-0.03428731301761834,-0.0077180639180196575,-0.024187898291816667,-0.04026379233446986
XLK,Technology,-0.02198323165680227,-0.03299820638354001,-0.04083062374444213,-0.010794648599755097,-0.008588783255136567,-0.04680710306129365
QQQ,Nasdaq 100 (benchmark),-0.01923827552484747,-0.03628931433526761,-0.05199701223235442,-0.008049692467800296,-0.011879891206864168,-0.05797349154920595
XLI,Industrials,-0.03193436603545041,-0.09468655258940051,-0.052689476589455664,-0.020745782978403238,-0.07027712946099707,-0.05866595590630719
XLY,Consumer Discretionary,-0.027283100874063937,-0.06192893302721081,-0.06299278543935316,-0.016094517817016762,-0.03751950989880737,-0.06896926475620468
XLU,Utilities,-0.04902188793359041,-0.06747916013988431,-0.07054432474877315,-0.03783330487654324,-0.04306973701148087,-0.07652080406562467
