ticker,what,ret_1w,ret_1m,ret_3m,excess_1w,excess_1m,excess_3m
XLE,Energy,-0.026324740743982722,-0.014411543970685003,0.1622504829899587,-0.045435217321373345,-0.031223449529393377,0.1205643767038187
XLV,Health Care,0.01136704179697312,-0.015854651727930325,0.13059325876369487,-0.007743434780417502,-0.0326665572866387,0.08890715247755487
XLC,Communication Services,0.0005056905150100377,0.0401896511015607,0.07737402459423626,-0.018604786062380585,0.023377745542852324,0.035687918308096256
XLF,Financials,-0.0163450568517296,-0.014963313494596231,0.04465254539177255,-0.03545553342912022,-0.031775219053304604,0.0029664391056325456
SPY,S&P 500 (benchmark),0.019110476577390623,0.016811905558708373,0.04168610628614,0.0,0.0,0.0
RSP,S&P 500 equal weight (breadth check),-0.007118471511083468,-0.03087231112218647,0.018460264350219635,-0.02622894808847409,-0.04768421668089484,-0.023225841935920366
XLK,Technology,0.058592309956720934,0.06541444752080716,0.01523493599650938,0.03948183337933031,0.04860254196209879,-0.02645117028963062
QQQ,Nasdaq 100 (benchmark),0.04662090735764535,0.04404459634409541,0.005816946151705471,0.027510430780254724,0.027232690785387037,-0.03586916013443453
XLP,Consumer Staples,-0.02323184054728178,-0.033535298620746445,0.00339216893038663,-0.0423423171246724,-0.05034720417945482,-0.03829393735575337
XLY,Consumer Discretionary,-0.0033036182947467907,-0.03602002690455075,-0.021426982470023948,-0.022414094872137413,-0.052831932463259124,-0.06311308875616395
XLRE,Real Estate,-0.003977412678065395,-0.0472827832106858,-0.024341406966442602,-0.023087889255456018,-0.06409468876939417,-0.0660275132525826
XLB,Materials,-0.010917782287996558,-0.04733372962032256,-0.032569468855895956,-0.03002825886538718,-0.06414563517903094,-0.07425557514203596
IWM,Russell 2000 (small cap),-0.0055022185182268535,-0.038109841024060676,-0.03975502062017522,-0.024612695095617476,-0.05492174658276905,-0.08144112690631522
XLI,Industrials,0.0029827092359995255,-0.05191727061876994,-0.06250363454384933,-0.016127767341391097,-0.06872917617747831,-0.10418974082998933
XLU,Utilities,-0.020588925263173463,-0.06422276656496306,-0.08410175372566808,-0.039699401840564086,-0.08103467212367144,-0.12578786001180808
