ticker,what,ret_1w,ret_1m,ret_3m,excess_1w,excess_1m,excess_3m
XLE,Energy,0.012664127113635182,0.1264347242272419,0.11841424113428456,0.014085111192454702,0.13587525871858508,0.07957144489599233
XLF,Financials,-0.00710448542568809,-0.005208320225830065,0.10642139582840882,-0.005683501346868569,0.004232214265513123,0.06757859959011658
XLV,Health Care,-0.01999524180582679,0.008751884784717445,0.09968621936452116,-0.01857425772700727,0.018192419276060634,0.060843423126228924
RSP,S&P 500 equal weight (breadth check),-0.012124543823827882,-0.015266484920982815,0.047971441049020846,-0.010703559745008362,-0.005825950429639626,0.009128644810728614
XLB,Materials,-0.014234200408952402,-0.017404501948916296,0.043519023636400256,-0.012813216330132882,-0.007963967457573107,0.004676227398108024
IWM,Russell 2000 (small cap),0.002517676897197063,-0.02284780536755593,0.03963530412336658,0.003938660976016584,-0.01340727087621274,0.000792507885074345
SPY,S&P 500 (benchmark),-0.0014209840788195205,-0.009440534491343189,0.03884279623829223,0.0,0.0,0.0
XLK,Technology,0.007345818322721076,-0.0005320322544350997,0.02125099898017968,0.008766802401540597,0.008908502236908089,-0.01759179725811255
XLP,Consumer Staples,-0.011296854270939072,-0.012923003618674045,0.018454058092190362,-0.009875870192119551,-0.003482469127330856,-0.02038873814610187
XLI,Industrials,-0.0040541694402526085,-0.058105599591824486,0.007021352753026511,-0.002633185361433088,-0.0486650651004813,-0.03182144348526572
XLC,Communication Services,0.0005382878080617548,0.0024269361174509285,0.006482335681745166,0.0019592718868812753,0.011867470608794117,-0.032360460556547066
XLRE,Real Estate,-0.0047608043882768625,-0.02401062755332628,0.005784510593312087,-0.003339820309457342,-0.014570093061983092,-0.033058285644980145
XLU,Utilities,0.028889444326963387,-0.0036688797333823686,0.0047667985166000015,0.030310428405782908,0.00577165475796082,-0.03407599772169223
QQQ,Nasdaq 100 (benchmark),0.00223223333352629,-0.006458990299274214,0.004300459792006439,0.0036532174123458105,0.0029815441920689745,-0.03454233644628579
XLY,Consumer Discretionary,-0.02230035642668704,-0.04897382543543116,-0.010164286963573077,-0.02087937234786752,-0.03953329094408797,-0.04900708320186531
