sector,n,median_1m,median_3m,mean_3m,concentration,pct_above_50dma,pct_above_200dma,pct_at_52w_high,median_score
Health Care,61,-0.0056471104247668436,0.15771243519917677,0.1716827141212711,0.01397027892209432,0.5573770491803278,0.7049180327868853,0.04918032786885246,0.6565689337498999
Energy,21,-0.029598260756095618,0.08505867410117984,0.14467590169716682,0.05961722759598698,0.47619047619047616,0.7619047619047619,0.0,0.6056337571478163
Information Technology,78,0.03314158740956075,0.07936641855789317,0.06518404225695257,-0.014182376300940602,0.6666666666666666,0.7051282051282052,0.05128205128205128,0.5567843695997985
Financials,76,-0.02680152896785898,0.04042612648833255,0.056892139951326075,0.016466013462993527,0.21052631578947367,0.6973684210526315,0.0,0.5536932132462054
Communication Services,24,-0.026550399859396723,0.011216608431827146,0.03755217844781108,0.026335570015983932,0.5,0.5,0.041666666666666664,0.5012714434488047
Materials,25,-0.04719383078872452,0.005308427974105578,-0.014306232234477467,-0.019614660208583046,0.16,0.44,0.0,0.48521551214413516
Consumer Staples,35,-0.05542342645834697,0.0016472649513938897,0.0075734596100154854,0.005926194658621596,0.2,0.42857142857142855,0.0,0.46036285538808974
Industrials,83,-0.06172594511125318,-0.037433612059425525,-0.04174289612726521,-0.004309284067839682,0.1566265060240964,0.42168674698795183,0.0,0.4049656103729644
Consumer Discretionary,49,-0.07123095337193897,-0.04697804186904808,-0.03575988204482179,0.01121815982422629,0.14285714285714285,0.2653061224489796,0.0,0.39485414449365425
Real Estate,30,-0.056231673086747425,-0.0480005902813036,-0.035645040879642646,0.012355549401660955,0.1,0.43333333333333335,0.0,0.4475927261075062
Utilities,31,-0.057336115004036015,-0.07749846009508687,-0.08730381832586742,-0.009805358230780548,0.03225806451612903,0.06451612903225806,0.0,0.3932105759070431
