sector,n,median_1m,median_3m,mean_3m,concentration,pct_above_50dma,pct_above_200dma,pct_at_52w_high,median_score
Health Care,61,0.03840388088133517,0.14970116441025416,0.17822536035808553,0.02852419594783137,0.7704918032786885,0.7704918032786885,0.01639344262295082,0.6349765204487626
Financials,76,0.005677349081101735,0.11745797537559455,0.12654289631715188,0.009084920941557328,0.7105263157894737,0.9210526315789473,0.02631578947368421,0.6219664457948524
Materials,25,-0.01474632329706993,0.0855569497517612,0.05970732634604382,-0.025849623405717385,0.52,0.76,0.0,0.5082584696139132
Energy,21,0.08134800698253253,0.0698191889646047,0.11489330183757362,0.04507411287296892,0.9047619047619048,0.8571428571428571,0.09523809523809523,0.6474847697630683
Communication Services,24,0.01911456655882504,0.03306663917471564,-0.006354412786963803,-0.03942105196167944,0.5833333333333334,0.5416666666666666,0.0,0.5024145218449473
Consumer Staples,35,-0.022460229785121744,0.032269249285855395,0.05010372962822554,0.017834480342370146,0.34285714285714286,0.6285714285714286,0.0,0.45994724253556263
Industrials,83,-0.05977244647303437,0.018504904541732925,0.009008767555686973,-0.009496136986045952,0.24096385542168675,0.5662650602409639,0.0,0.41750933650717365
Information Technology,78,-0.00421042898526941,0.014518881808294082,0.02469842675424978,0.010179544945955698,0.5384615384615384,0.7051282051282052,0.02564102564102564,0.4961979720991977
Consumer Discretionary,49,-0.03936708593884075,-0.008165105111260229,0.027397404277611847,0.03556250938887208,0.3469387755102041,0.42857142857142855,0.02040816326530612,0.37745429021564564
Utilities,31,-0.014016021940809642,-0.028590117045669272,-0.02942079082296927,-0.0008306737772999992,0.0967741935483871,0.3225806451612903,0.0,0.4103235638563685
Real Estate,30,-0.021612557619144157,-0.03374904867532719,-0.017999581526373702,0.015749467148953485,0.2,0.7,0.0,0.41468263505033515
