ticker,what,ret_1w,ret_1m,ret_3m,excess_1w,excess_1m,excess_3m
XLV,Health Care,-0.019814405863178064,0.0467221085495968,0.15016302229116296,-0.024555048685226066,0.00942893612785256,0.1305299760668297
XLF,Financials,0.010786341976728675,0.019298218844229664,0.13035130577070775,0.006045699154680673,-0.017994953577514572,0.11071825954637449
XLE,Energy,-0.015084838052792482,0.06309364447874977,0.12154966635452569,-0.019825480874840484,0.02580047205700553,0.10191662013019243
RSP,S&P 500 equal weight (breadth check),-0.00442096691313254,0.024654087836440075,0.06088533886497438,-0.009161609735180543,-0.012639084585304161,0.04125229264064112
XLB,Materials,-0.006723955999170639,0.02982186161365541,0.04357469684960735,-0.011464598821218641,-0.007471310808088827,0.02394165062527409
XLP,Consumer Staples,-0.006279810779654227,-0.00023405021850042562,0.03778667321701756,-0.01102045360170223,-0.03752722264024466,0.018153626992684302
XLI,Industrials,-0.017253817533157023,-0.007007119257115391,0.02567906897802974,-0.021994460355205026,-0.04430029167885963,0.006046022753696478
IWM,Russell 2000 (small cap),-0.014035176606906341,0.0108001083484075,0.020739328889372022,-0.018775819428954343,-0.026493064073336736,0.0011062826650387603
XLRE,Real Estate,-0.013309721926520246,-0.018101538821955754,0.019999314178262173,-0.01805036474856825,-0.05539471124369999,0.00036626795392891154
SPY,S&P 500 (benchmark),0.004740642822048002,0.037293172421744236,0.01963304622433326,0.0,0.0,0.0
XLC,Communication Services,0.014272857415726925,0.06014257761860109,-0.020797488874580883,0.009532214593678923,0.022849405196856853,-0.040430535098914144
XLK,Technology,0.012983497433366908,0.05667789766130582,-0.02674375696689435,0.008242854611318906,0.019384725239561584,-0.04637680319122761
XLY,Consumer Discretionary,-0.006863223026886356,0.04288637530919104,-0.028348192135343342,-0.011603865848934358,0.005593202887446802,-0.0479812383596766
QQQ,Nasdaq 100 (benchmark),0.004190948396702199,0.04810182937604135,-0.02856885829505973,-0.0005496944253458036,0.010808656954297113,-0.04820190451939299
XLU,Utilities,-0.0009352563736080288,-0.04321541226533654,-0.03190331800937418,-0.005675899195656031,-0.08050858468708078,-0.05153636423370744
