Ticker,rank,score,name,sector,index,price,ret_1m,ret_3m,ret_6m,rs_1m,rs_3m,rs_6m,rs_3m_chg,pct_from_52w_high,new_52w_high,pct_vs_50dma,pct_vs_200dma,above_50dma,above_200dma,vol_ratio_20_60,volume_x
RSG,98,0.6816809998853343,Republic Services,Industrials,SP500,222.11000061035156,0.051010262082497926,0.11134718981007352,-0.02449263058456186,0.6881091617933723,0.6588693957115009,0.341130604288499,0.253411306042885,-0.0397498238477173,False,0.02801988263567834,0.03924089036270706,True,True,0.6331754031995351,1.0163792816114303
TRGP,99,0.6809769521843827,Targa Resources,Energy,SP500,287.82000732421875,0.07761432951649372,0.13367710438967118,0.23248220674925268,0.7719298245614035,0.7095516569200779,0.834307992202729,0.14814814814814814,-0.04774191125155092,False,0.04921435963002785,0.2347188008345762,True,True,1.3887665398386693,0.7991380780380424
VLTO,100,0.6805492489393418,Veralto,Industrials,SP500,98.55999755859375,0.04065039078595323,0.20035613582593714,0.014622759875984492,0.6549707602339181,0.8401559454191033,0.4405458089668616,0.34113060428849906,-0.09179301766884618,False,0.04947054373966919,0.0569223789556319,True,True,0.7271753016429531,0.6555744459060336
USB,101,0.6796158697397088,U.S. Bancorp,Financials,SP500,62.470001220703125,-0.006836252698640521,0.14867155792617126,0.16456638503063892,0.4171539961013645,0.7426900584795322,0.7407407407407407,0.04483430799220278,-0.04509319826979974,False,-0.0036278220582315335,0.12286308872985519,False,True,0.6514692216537397,0.7996537616868619
CRWD,102,0.6792374727668846,CrowdStrike,Information Technology,SP500,218.39999389648438,0.17913828127149656,0.19507520599991457,1.348513225937955,0.9434697855750487,0.8304093567251462,0.9902534113060428,-0.1578947368421053,-0.04193723695306972,False,0.11299750743915427,0.5547092272924377,True,True,1.5916158977282895,1.3950684572942285
CTSH,103,0.6786779039101021,Cognizant,Information Technology,SP500,64.04000091552734,0.19509274306416735,0.1552277840929852,0.006824674815286258,0.9532163742690059,0.7563352826510721,0.42105263157894735,0.4405458089668616,-0.24798370226148236,False,0.28068535343249,0.02944808699931656,True,True,0.5143670316351189,0.5129199209767054
GIS,104,0.6786022245155373,General Mills,Consumer Staples,SP500,41.54999923706055,0.14085670856758847,0.2501987711369733,-0.04968656560022455,0.8869395711500975,0.9083820662768031,0.2962962962962963,0.3586744639376218,-0.13646725993524822,False,0.12144300156482934,0.06487687842194312,True,True,0.817805094230396,0.8443621493988451
KO,105,0.678494438711157,Coca-Cola Company (The),Consumer Staples,SP500,89.66000366210938,0.01322189882003455,0.14211969678798897,0.11401871568611566,0.5263157894736842,0.7309941520467836,0.6608187134502924,0.03508771929824561,-0.02532877764722541,False,0.05191534162771183,0.15806885311218344,True,True,0.5899318867464679,0.7687457381035535
WELL,106,0.6775553262240569,Welltower,Real Estate,SP500,238.07000732421875,0.014169368361196089,0.16382765527324938,0.15770831844659394,0.5360623781676414,0.7719298245614035,0.7348927875243665,0.11111111111111105,-0.05197474323610607,False,0.016425348885033664,0.14247031862298054,True,True,0.7660059830391945,0.6608812388513533
ABT,107,0.6750636394908841,Abbott Laboratories,Health Care,SP500,112.47000122070312,0.06495597548248822,0.3232730480407766,-0.020345467912534554,0.7387914230019493,0.9610136452241715,0.3489278752436647,0.1793372319688109,-0.1577395831202686,False,0.10023528936914428,0.06452701171232578,True,True,0.5770446812313744,0.6432207336046868
ADBE,108,0.672771471161564,Adobe Inc.,Information Technology,SP500,291.5199890136719,0.17595803223537754,0.12464796351877183,0.1109332149891884,0.9395711500974658,0.6842105263157895,0.6471734892787524,0.2768031189083821,-0.20666196104968315,False,0.21376237847504576,0.08299114398470109,True,True,0.771725595519959,0.7328122652186498
HPQ,109,0.6725524595803234,HP Inc.,Information Technology,SP500,30.520000457763672,0.13626209099941655,0.14244045037711106,0.653122981864924,0.8810916179337231,0.7348927875243665,0.9629629629629629,-0.22417153996101358,-0.02492008940285606,False,0.15656881433199765,0.366452233584722,True,True,0.896926258998542,1.3471320890988532
VRTX,110,0.6679830294690976,Vertex Pharmaceuticals,Health Care,SP500,541.6900024414062,0.12453807082029256,0.2103722395738259,0.090292488540475,0.8576998050682261,0.8654970760233918,0.6023391812865497,0.1442495126705653,-0.02018625963165388,False,0.08219262477299605,0.16938032896149857,True,True,1.2128145152999195,0.5255487341432019
SWK,111,0.6672973282880403,Stanley Black & Decker,Industrials,SP500,97.80000305175781,0.02354787993864549,0.24459066307625155,0.15553645713329667,0.5906432748538012,0.9025341130604289,0.7309941520467836,-0.015594541910331383,-0.05961535527155948,False,0.0368077633757562,0.21863190172824187,True,True,0.7839113647777047,0.7122468006138569
SPGI,112,0.6665107212475634,S&P Global,Financials,SP500,442.8900146484375,0.06960098630214517,0.10657040810055451,0.06426634210081095,0.7504873294346979,0.6491228070175439,0.5536062378167641,0.2573099415204679,-0.1426483166271505,False,0.05543507150216209,0.032975889084738697,True,True,0.5764745480759708,0.6932505150024295
LITE,113,0.6663043228987502,Lumentum,Information Technology,SP500,895.0,0.2910391965377137,0.046832573451749404,0.2769114926196754,0.9785575048732943,0.4756335282651072,0.8674463937621832,0.4249512670565302,-0.15012009510238478,False,0.09916170270591529,0.337127837954712,True,True,1.0337785931897532,0.7886090487462548
VZ,114,0.6642174062607499,Verizon,Communication Services,SP500,50.099998474121094,0.08653215812089554,0.06576148907497048,0.03152066942662213,0.7855750487329435,0.5341130604288499,0.4873294346978557,0.17543859649122806,-0.002985104992615062,False,0.09474047008156017,0.12852743727495208,True,True,0.5841388059128222,0.6840491238532549
SYF,115,0.6624710468982915,Synchrony Financial,Financials,SP500,78.05000305175781,0.015770695015895564,0.09724272740192141,0.13883757896727733,0.5399610136452242,0.6140350877192983,0.7056530214424951,0.17738791423001954,-0.10675388492299831,False,0.021571049947625154,0.04887633301684291,True,True,0.7102433626305262,0.9722039292715937
BRO,116,0.6619217979589498,Brown & Brown,Financials,SP500,73.30999755859375,0.03682380555350839,0.3063059394925467,0.02610845886729729,0.6413255360623782,0.9532163742690059,0.46588693957115007,0.19883040935672514,-0.2365230525608637,False,0.06678763625102713,0.057549108127028514,True,True,0.6487365227884946,0.5637343328125548
ZBH,117,0.6613175094599244,Zimmer Biomet,Health Care,SP500,100.91000366210938,0.06265801005688543,0.22893412245173295,0.030606493132680157,0.7270955165692008,0.8888888888888888,0.48148148148148145,0.06822612085769975,-0.038910585569121636,False,0.07494607705046064,0.11156948325581095,True,True,0.7654920563328881,0.5774819041580811
