sector,n,median_1m,median_3m,mean_3m,concentration,pct_above_50dma,pct_above_200dma,pct_at_52w_high,median_score
Health Care,61,-0.009691390022908641,0.11412520146774208,0.12733085497352478,0.013205653505782705,0.5737704918032787,0.6885245901639344,0.01639344262295082,0.6147148693651938
Energy,21,0.07110585657387358,0.09554139341426637,0.13620069109381658,0.040659297679550205,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.7422864619692305
Financials,76,-0.01522989073236608,0.06731007400347866,0.08543554546184802,0.01812547145836936,0.35526315789473684,0.8289473684210527,0.0,0.576400952915012
Information Technology,78,-0.02353396349827047,0.037655715661417566,0.04013304939885461,0.002477333737437047,0.6025641025641025,0.6666666666666666,0.05128205128205128,0.5504115120373231
Materials,25,-0.04554653984036683,0.022617579734796722,0.016013741378157084,-0.006603838356639639,0.32,0.6,0.0,0.47447881499792094
Communication Services,24,0.029232505773221784,0.0013424144302389696,-0.016221335090661784,-0.017563749520900753,0.6666666666666666,0.5416666666666666,0.041666666666666664,0.5414662989284474
Consumer Staples,35,-0.04025032792573524,-0.013385147699753852,-0.009580646305772628,0.0038045013939812244,0.34285714285714286,0.45714285714285713,0.0,0.4429050174904537
Industrials,83,-0.07681653398320898,-0.020434726481812326,-0.019225194784056023,0.001209531697756304,0.20481927710843373,0.4939759036144578,0.012048192771084338,0.41907489423711486
Utilities,31,-0.03092316291654562,-0.032775783574927275,-0.03850926370873613,-0.005733480133808852,0.0967741935483871,0.1935483870967742,0.0,0.44499853133595024
Consumer Discretionary,49,-0.06873733713209362,-0.04599498253013712,-0.028454414964527167,0.01754056756560995,0.2653061224489796,0.3673469387755102,0.02040816326530612,0.3454820460588305
Real Estate,30,-0.03255458087960217,-0.05616604848922918,-0.042107929169844384,0.014058119319384797,0.16666666666666666,0.6,0.0,0.43596386323495195
