sector,n,median_1m,median_3m,mean_3m,concentration,pct_above_50dma,pct_above_200dma,pct_at_52w_high,median_score
Health Care,61,0.013149085831447804,0.13979566715339176,0.1414234645973051,0.001627797443913337,0.6229508196721312,0.7540983606557377,0.04918032786885246,0.6456914737376165
Energy,21,0.04474735765283988,0.11968273409151453,0.17693957926391593,0.0572568451724014,0.8095238095238095,0.8095238095238095,0.47619047619047616,0.7699747847548857
Financials,76,-0.036104053331405817,0.052542366062715895,0.06570256875605651,0.013160202693340617,0.32894736842105265,0.7631578947368421,0.0,0.5711122364510973
Materials,25,-0.03781618776314488,0.011638461520093069,-0.00932702200299585,-0.02096548352308892,0.36,0.64,0.0,0.4788701205067463
Communication Services,24,-0.0036754364951114837,0.0075943186495986414,0.0069674076484699116,-0.0006269110011287299,0.5416666666666666,0.5833333333333334,0.041666666666666664,0.5420644457414465
Consumer Staples,35,-0.04677485350242494,-0.007137226812546249,-0.011635694817879986,-0.004498468005333737,0.37142857142857144,0.45714285714285713,0.0,0.4518621515737594
Information Technology,78,-0.05720156386011932,-0.03337113789163315,-0.00240583217222315,0.030965305719410002,0.5,0.6410256410256411,0.038461538461538464,0.4799755286236902
Industrials,83,-0.09280458963124594,-0.04031180562770509,-0.040674237223214796,-0.0003624315955097074,0.1566265060240964,0.4457831325301205,0.012048192771084338,0.39239632566957733
Real Estate,30,-0.05357072813873276,-0.0510783341545778,-0.04400937965206575,0.007068954502512048,0.13333333333333333,0.5666666666666667,0.0,0.4565196285996574
Consumer Discretionary,49,-0.08026006874802794,-0.06546979079479565,-0.052933487522056254,0.012536303272739392,0.1836734693877551,0.2857142857142857,0.0,0.37167442960521546
Utilities,31,-0.06342738617225352,-0.07364135653680837,-0.07493371278689728,-0.0012923562500889163,0.06451612903225806,0.12903225806451613,0.0,0.38784918918300326
