ticker,what,ret_1w,ret_1m,ret_3m,excess_1w,excess_1m,excess_3m
XLE,Energy,-0.020135444904706645,-0.005851277551125689,0.17119148715175236,-0.04091207033691058,-0.014033229571637218,0.12144427332384056
XLV,Health Care,0.009989997312165766,-0.030074291422314325,0.10496262846309734,-0.010786628120038166,-0.038256243442825855,0.055215414635185533
XLK,Technology,0.06327391603893195,0.08618689474285723,0.06838540116647929,0.04249729060672802,0.0780049427223457,0.01863818733856748
XLC,Communication Services,-0.0006108728870930502,0.005439547880601747,0.05998654025397343,-0.021387498319296983,-0.002742404139909782,0.010239326426061623
SPY,S&P 500 (benchmark),0.020776625432203932,0.00818195202051153,0.04974721382791181,0.0,0.0,0.0
QQQ,Nasdaq 100 (benchmark),0.05287550069953362,0.05049038083004942,0.04413379476812995,0.032098875267329685,0.04230842880953789,-0.0056134190597818545
XLF,Financials,-0.0214012902252545,-0.059893083994161045,0.018857509510634918,-0.04217791565745843,-0.06807503601467257,-0.03088970431727689
RSP,S&P 500 equal weight (breadth check),-0.0008276404642088009,-0.044273829485939054,0.008196155005110395,-0.021604265896412733,-0.05245578150645058,-0.04155105882280141
XLB,Materials,0.003006065627549903,-0.05727164518063865,-0.01267811902919369,-0.01777055980465403,-0.06545359720115018,-0.0624253328571055
XLP,Consumer Staples,-0.0042946802587000565,-0.05120495946643966,-0.01738371461681365,-0.02507130569090399,-0.05938691148695119,-0.06713092844472546
XLY,Consumer Discretionary,0.006477616307151379,-0.06260607241253113,-0.03629349360824474,-0.014299009125052553,-0.07078802443304266,-0.08604070743615655
IWM,Russell 2000 (small cap),-0.007044237480317905,-0.05139331264967739,-0.04730084618206376,-0.027820862912521838,-0.05957526467018892,-0.09704806000997557
XLRE,Real Estate,-0.014431680362622434,-0.06922172813523653,-0.05207414700453805,-0.03520830579482637,-0.07740368015574806,-0.10182136083244986
XLI,Industrials,0.01094872803822411,-0.0471666310526091,-0.0535644046268029,-0.009827897393979823,-0.05534858307312063,-0.1033116184547147
XLU,Utilities,-0.030922577214373415,-0.07352439481415984,-0.12072290886961401,-0.05169920264657735,-0.08170634683467137,-0.17047012269752582
